10000001	39
10000002	39
10000006	39
10000007	39
1000001	39
10000016	2
10000018	2
1000003	2
10000033	2
10000036	2
1000004	2
10000042	2
10000048	2
10000058	2
10000069	2
1000007	0
10000077	0
10000078	0
10000079	0
10000084	0
10000087	0
10000093	0
10000096	0
10000104	0
10000111	0
10000115	0
1000012	0
10000121	0
1000013	0
10000131	0
10000132	0
10000136	0
1000014	0
1000015	0
10000164	0
10000178	0
10000182	0
10000183	0
10000184	0
10000185	0
1000019	0
10000196	0
10000198	0
10000199	0
1000021	0
10000224	0
10000242	0
10000246	0
1000026	0
10000263	0
1000027	0
1000028	0
10000290	0
10000298	0
1000030	0
10000301	0
10000302	0
10000312	0
10000316	0
10000332	0
10000341	0
10000343	0
10000372	0
10000403	0
10000413	0
10000415	0
10000430	0
1000044	0
10000446	0
10000447	0
10000448	0
1000045	0
10000450	0
10000452	0
10000456	0
10000461	0
1000049	0
10000498	0
10000519	0
10000520	0
10000532	0
1000055	0
10000555	0
10000575	0
10000576	0
1000058	0
10000583	0
10000596	0
10000601	0
10000606	0
10000608	0
10000623	0
1000063	0
10000644	0
10000645	0
10000646	0
10000647	0
10000667	0
10000668	0
10000674	0
1000068	0
10000706	0
1000071	0
10000719	0
1000072	0
10000736	0
10000753	0
10000762	0
10000765	0
10000771	0
10000775	0
10000776	0
10000791	0
10000793	0
10000808	0
1000082	0
10000820	0
10000825	0
10000830	0
10000832	0
10000840	0
10000845	0
10000847	0
1000086	0
1000088	0
1000089	0
10000914	0
10000928	0
10000938	0
10000942	0
10000943	0
10000945	0
10000950	0
10000952	0
1000096	0
10000967	0
10000972	0
10000973	0
10000983	0
10000993	0
10001003	0
10001023	0
10001029	0
10001035	0
10001039	0
1000105	0
10001055	0
10001072	0
1000108	0
10001083	0
1000110	0
10001118	0
10001121	0
10001137	0
1000114	0
10001170	0
10001173	0
10001180	0
10001192	0
10001198	0
10001206	0
10001218	0
10001245	0
10001251	0
10001253	0
10001263	0
10001270	0
1000129	0
10001297	0
10001301	0
10001306	0
10001312	0
10001328	0
10001332	0
1000134	0
10001344	0
10001354	0
10001360	0
10001363	0
10001371	0
10001374	0
10001377	0
1000138	0
10001383	0
10001410	0
10001411	0
10001414	0
10001432	0
10001438	0
1000146	0
10001468	0
10001469	0
1000147	0
10001476	0
1000148	0
10001487	0
10001489	0
10001497	0
10001498	0
10001519	0
10001527	0
10001549	0
10001550	0
10001557	0
10001561	0
10001564	0
10001571	0
10001595	0
10001608	0
1000161	0
10001618	0
10001634	0
10001654	0
1000167	0
10001678	0
10001683	0
10001684	0
10001689	0
10001690	0
10001692	0
10001703	0
10001713	0
10001737	0
10001748	0
1000175	0
10001751	0
10001758	0
10001768	0
10001771	0
10001773	0
10001774	0
1000178	0
10001780	0
1000179	0
10001791	0
10001793	0
10001798	0
10001804	0
10001816	0
10001821	0
10001823	0
1000183	0
10001831	0
