100000000	9
100000002	4
100000003	5
100000005	1
100000007	3
100000008	16
100000009	20
100000011	3
100000014	4
100000016	23
100000017	5
100000017	22
100000018	2
100000018	3
100000018	11
100000018	16
100000018	19
100000019	5
100000020	5
100000022	17
100000023	3
100000025	3
100000028	4
100000030	14
100000031	3
100000032	1
100000032	4
100000032	19
100000036	4
100000039	4
100000044	5
100000045	4
100000046	5
100000048	4
100000049	14
100000050	4
100000051	23
100000052	10
100000052	12
100000053	0
100000053	6
100000053	16
100000053	17
100000054	3
100000054	18
100000054	20
100000055	4
100000055	5
100000055	6
100000055	17
100000055	18
100000055	22
100000056	12
100000056	16
100000056	20
100000057	8
100000058	4
100000058	17
100000059	6
100000059	17
100000060	4
100000061	4
100000062	18
100000063	9
100000064	4
100000064	5
100000065	0
100000065	3
100000065	4
100000065	23
100000066	5
100000067	11
100000068	17
100000068	18
100000068	19
100000069	16
100000070	21
100000071	4
100000072	5
100000073	20
100000073	21
100000074	0
100000075	2
100000075	5
100000076	4
100000076	17
100000077	13
100000078	23
100000079	4
100000080	6
100000081	5
100000081	17
100000081	18
100000082	3
100000082	4
100000082	5
100000083	15
100000083	17
100000084	17
100000084	20
100000085	23
100000086	4
100000086	18
100000086	22
100000086	23
100000087	5
100000088	0
100000088	12
100000089	7
100000089	10
100000089	14
100000089	21
100000090	1
100000090	3
100000090	8
100000091	4
100000092	2
100000093	6
100000094	3
100000097	5
100000098	16
100000101	18
100000107	12
100000107	22
100000109	6
100000111	3
100000114	5
100000114	14
100000120	3
100000120	15
100000120	16
100000120	17
100000122	6
100000123	6
100000126	6
100000129	19
100000131	6
100000133	6
100000133	12
100000134	1
100000135	2
100000136	12
100000137	20
100000138	9
100000138	10
100000139	6
100000140	16
100000141	12
100000142	5
100000143	4
100000144	16
100000145	18
100000146	17
100000146	23
100000147	3
100000147	5
100000147	6
100000147	17
100000148	11
100000149	6
100000150	1
100000151	3
100000152	5
100000152	17
100000153	4
100000154	4
100000154	7
100000155	6
100000156	0
100000156	5
100000156	19
100000156	20
100000157	21
100000159	1
100000159	5
100000159	10
100000159	11
100000159	13
100000159	14
100000159	19
100000159	22
100000160	5
100000161	6
100000162	20
100000163	8
100000163	15
100000164	20
100000165	6
100000166	5
100000167	19
100000169	21
100000169	22
100000170	1
100000171	6
100000172	6
100000173	0
100000173	4
100000173	22
100000174	4
100000174	16
100000175	6
100000176	16
100000177	4
100000177	7
100000178	18
100000179	11
100000180	10
100000184	3
100000185	0
100000186	15
100000187	13
100000189	8
100000189	10
100000190	8
100000190	10
100000190	11
100000190	12
100000191	12
100000191	13
100000191	18
100000192	23
100000193	4
100000194	16
100000195	10
100000195	11
100000196	9
100000197	14
100000198	5
100000203	21
100000204	12
100000205	10
100000206	21
100000207	21
100000208	10
100000209	22
100000213	16
100000216	12
100000218	16
100000220	0
100000221	8
100000222	14
100000225	6
100000226	19
100000228	12
100000231	14
100000232	14
100000232	15
100000234	13
100000236	11
100000236	12
100000236	13
100000237	17
100000238	4
100000239	2
100000239	6
100000239	21
100000240	14
100000240	16
100000241	10
100000242	14
100000243	1
100000244	16
100000245	10
100000246	13
100000246	22
100000247	12
100000248	11
100000249	3
100000250	2
100000251	16
100000252	20
100000253	10
100000254	16
100000255	13
100000256	11
100000257	22
100000258	1
100000259	4
100000259	5
100000259	7
100000259	13
100000260	13
100000261	20
100000262	21
100000262	22
100000263	0
100000264	16
100000264	20
100000265	15
100000265	21
100000266	18
100000266	19
100000266	20
100000267	14
100000268	3
100000269	15
100000269	16
100000269	19
100000270	13
100000271	6
100000272	21
100000273	12
100000274	7
100000278	21
100000280	8
100000280	12
100000280	13
100000280	14
100000283	12
100000284	15
100000285	18
100000286	18
100000288	14
100000290	13
100000290	17
100000291	14
100000294	9
100000295	9
100000296	1
100000299	15
100000301	15
100000303	15
100000304	1
100000307	1
100000309	10
100000309	15
100000309	18
100000310	14
100000310	18
100000312	12
100000312	20
100000314	6
100000315	3
100000319	15
100000320	15
100000320	18
100000322	14
100000323	3
100000324	12
100000325	10
100000327	7
100000327	14
100000328	15
100000329	19
100000330	14
100000331	8
100000332	16
100000333	0
100000334	19
100000335	1
100000336	18
100000337	16
100000338	13
100000339	2
100000339	14
100000339	17
100000340	17
100000341	2
100000342	12
100000342	20
100000343	22
100000344	0
100000345	16
100000346	10
100000347	7
100000348	16
100000349	12
100000350	11
100000350	22
100000351	19
100000352	7
