10000020	[100027424]
10000024	[100003282, 100008230, 100102717]
10000027	[100005156]
1000003	[100008734, 100008672, 100008710]
10000033	[100084000, 100023538, 100002658, 100009887, 100045976, 100001730, 100025020, 100073620, 100010854, 100016119, 100103483, 100008880, 100008857, 100023802, 100070334, 100005724, 100021638, 100103445, 100103379, 100007140, 100001536, 100083878, 100074928, 100000724, 100000359, 100023802, 100015469, 100025197, 100001360, 100068111, 100025279, 100008270, 100008857, 100021623, 100003449, 100023745, 100027424]
10000036	[100066784, 100027424, 100066784, 100060281, 100103963, 100001895, 100023651, 100098546, 100045297]
10000037	[100008270, 100010797, 100033083]
10000038	[100027273, 100008857, 100004382, 100099002, 100019294, 100000533, 100104666, 100010797, 100104018, 100030612, 100036481, 100025197, 100063685, 100007662]
10000039	[100006386]
1000004	[100009805, 100011813, 100010797, 100009436, 100008951, 100000633, 100000969, 100010638, 100009550, 100011813, 100008867, 100005361, 100000003, 100007518, 100001238, 100009575, 100008717]
10000042	[100105620]
10000048	[100027424, 100013728]
10000054	[100011294, 100027424]
10000056	[100104272]
10000058	[100077121, 100102496, 100027424, 100106160, 100026893, 100001924, 100019028]
10000061	[100013728, 100027424, 100013728]
10000068	[100027046, 100106372, 100031390, 100007117]
10000069	[100069314, 100091001, 100000444, 100015591, 100008270, 100012670, 100031587, 100013641]
1000007	[100007124, 100003669, 100011813, 100010861, 100000165, 100011217, 100003200, 100008861, 100000463, 100004551, 100011322, 100006535, 100023802, 100009949, 100003102, 100010420, 100001820, 100007366, 100011859, 100000455, 100000639, 100009154, 100003535, 100011896, 100000075, 100008719, 100000544, 100008693, 100011046, 100000711, 100023802, 100008934, 100011322, 100010793, 100006539, 100000204, 100011016, 100010520, 100001319, 100009883, 100011352, 100000315, 100011967, 100009090, 100010986, 100009279, 100023802, 100008409, 100009517, 100008999, 100007212, 100002811, 100006955, 100011650, 100001996, 100011554, 100006279, 100009504, 100011162, 100010191, 100006539, 100003963, 100012109, 100004100, 100009280, 100012002, 100000934, 100010118, 100008136, 100011881, 100010669, 100011326, 100000090, 100000878, 100011225, 100011885]
10000076	[100104147]
10000077	[100027424, 100029557]
10000078	[100110861, 100031166, 100008270, 100066853, 100105730, 100088782, 100032188, 100105178, 100067632, 100020080, 100105108, 100023802, 100015591, 100010214]
10000079	[100027424, 100015591]
10000084	[100000141]
10000087	[100029839, 100060948]
10000090	[100072974]
10000091	[100032732, 100013104, 100010797, 100001085, 100018947]
10000093	[100027424, 100029557, 100027424, 100102159, 100102159, 100027424, 100102159, 100102159, 100102159, 100102535]
10000096	[100096733, 100096733, 100081853, 100103481, 100088782]
10000098	[100027371, 100017867, 100008230, 100006873, 100006873, 100023802, 100009091, 100022806]
10000104	[100010933, 100102658]
10000111	[100008668, 100007501, 100027424]
10000115	[100031587]
1000012	[100009663, 100006204, 100008273, 100008737, 100008518, 100009550, 100009091, 100010899, 100009090, 100000254, 100000094]
10000121	[100102521, 100102743, 100016336, 100027424, 100102521]
10000129	[100102521]
1000013	[100000003, 100007518, 100000726]
10000131	[100027424, 100103914]
10000132	[100064901, 100028400, 100102663]
10000135	[100102521]
10000136	[100027424, 100007501, 100010797]
1000014	[100002366, 100008984, 100009550, 100009575, 100008820, 100010531, 100008955, 100008940, 100000094]
1000015	[100010797, 100000506, 100007518, 100007518, 100007518, 100009216, 100000506, 100004342, 100008711, 100006018, 100000446, 100009103, 100000506, 100008873, 100009216, 100008790, 100008318, 100006177, 100007518, 100000606, 100006944, 100004131, 100008711, 100009216, 100002325]
10000156	[100001730, 100060150]
10000159	[100033235, 100008230, 100037748, 100008230, 100075743, 100103963, 100007828, 100008230, 100008230]
1000016	[100000003]
10000163	[100029839]
10000164	[100008549, 100102865, 100066928, 100000425]
1000017	[100008711]
10000171	[100102658, 100102865, 100039567, 100017178]
10000178	[100062138, 100008230]
10000182	[100032049, 100102840, 100029785, 100103585, 100008230]
10000183	[100064901, 100000425, 100000533, 100033299, 100062587, 100031483, 100000616, 100102658]
10000184	[100000543, 100060150, 100102601, 100005439, 100008230]
10000185	[100006493, 100001718, 100027424]
1000019	[100009575, 100007518, 100000008, 100000249, 100000249]
10000194	[100020080]
10000196	[100031587]
10000197	[100026359]
10000198	[100027520, 100063685, 100102681, 100007330, 100072703, 100031896, 100103667, 100005409, 100029938, 100102273, 100027424, 100007867, 100104322, 100102039]
10000199	[100103313, 100066853, 100104665, 100023802, 100097018, 100023538, 100102545, 100045976, 100000886, 100027424, 100076042, 100076354, 100024224, 100028070, 100076216, 100000616, 100006493, 100083911, 100033440, 100039322, 100032115, 100105972, 100016591, 100006690, 100008409, 100102318, 100064901, 100033038, 100010065, 100033757, 100007828]
1000021	[100000003, 100007371, 100000454, 100000842, 100008756, 100000389, 100009225, 100008717, 100002181, 100008816, 100009530, 100010602, 100000606, 100009223, 100009009, 100003383, 100008756, 100008816, 100000454, 100009009, 100000842, 100001322, 100008824, 100009225, 100010030, 100011377, 100010908, 100000291, 100010925, 100009132, 100009286, 100007371, 100009875, 100000454, 100008825, 100009530, 100008866, 100008837, 100000842, 100010986, 100000019, 100001730, 100003383, 100005023, 100007871, 100009522, 100008883]
10000214	[100102658]
10000223	[100041635]
10000224	[100039997, 100008230, 100039997, 100102545, 100004118]
10000227	[100061433, 100061433, 100061433, 100007867, 100007330, 100007867, 100061433, 100007867, 100061433]
10000228	[100007867, 100038999, 100027999, 100038999, 100007867, 100010169, 100010169]
1000023	[100008711]
10000232	[100008230, 100063685, 100061433, 100102273]
1000024	[100000249]
10000242	[100033729, 100102628, 100095269, 100102628]
10000246	[100031736, 100105096, 100008270, 100031776, 100008227, 100040208, 100027120, 100031779, 100066853, 100009829, 100102257, 100103543, 100072734, 100031656, 100008230]
10000248	[100022806, 100102538, 100023802, 100008230, 100011294, 100000722, 100000075, 100006690]
1000026	[100000093, 100000093, 100008739, 100000093]
10000263	[100041733, 100006493, 100064901, 100031776, 100031776]
10000264	[100008230, 100061433]
10000268	[100024067, 100008230, 100031656]
1000027	[100005533, 100000912, 100008947, 100008701, 100008757, 100008743, 100007518]
10000277	[100022806, 100002368]
10000278	[100045621, 100006873, 100015591, 100001908, 100020080]
1000028	[100010797, 100009575, 100004342, 100000506]
10000280	[100007867, 100027520, 100000616, 100023538, 100061433]
10000290	[100041722, 100006517, 100006493]
10000292	[100006517]
10000298	[100066853, 100105972, 100097628, 100074553, 100012271, 100105013, 100005332, 100009549, 100022806, 100033323, 100001718, 100104972, 100031609, 100005409, 100000616, 100069182, 100007140, 100033022, 100033022, 100103313, 100103445, 100008230]
1000030	[100007518, 100008737, 100001240, 100009486]
10000301	[100017867, 100078335, 100006493, 100062587, 100030491, 100039837, 100102466, 100005259, 100000452, 100023802, 100031776, 100096647, 100102466, 100041649, 100103963, 100017768, 100008870, 100034273, 100099438, 100060265, 100007850]
10000302	[100026949, 100005332, 100034509, 100104128, 100022806, 100005738, 100013274, 100009378, 100032732, 100015327, 100015241, 100030543, 100102920, 100103383, 100062220, 100022300, 100008270, 100033443, 100026949, 100103621, 100006493, 100030809, 100024112, 100026359, 100041973, 100045795, 100006382, 100095772, 100066853, 100088188, 100008270, 100031158, 100102483, 100028400, 100033729, 100083892, 100040360, 100003381, 100062710, 100011749, 100018270, 100007789, 100007489, 100038524, 100102550, 100021638, 100007604, 100074553, 100024846, 100003282, 100023802, 100007828, 100071887, 100102309, 100012720, 100104153, 100032061, 100104541, 100007828, 100102258, 100000616, 100001718, 100033520, 100035504, 100028295, 100104867, 100102880, 100022153, 100021638, 100103313, 100025197, 100103144, 100030010]
10000306	[100027424]
10000310	[100022300, 100026359, 100103383, 100003263, 100008230, 100068130, 100105467, 100026359, 100023538, 100022300]
10000312	[100031854, 100000357, 100008230, 100017869, 100031776]
10000316	[100006493, 100105096, 100031776]
10000325	[100013293, 100005137, 100031166]
10000330	[100062587]
10000332	[100000616, 100031877]
10000339	[100006493, 100007828]
10000341	[100001365, 100016466, 100064428, 100064428, 100021638, 100027155, 100102545, 100000075, 100001085]
10000343	[100000722, 100001924, 100005514, 100005514]
10000345	[100001924]
10000351	[100001718, 100022153, 100022300, 100005738, 100026359]
10000357	[100103491]
10000372	[100068365, 100102318, 100005156, 100004223, 100022857, 100008668, 100000616, 100023802]
10000374	[100006690]
10000375	[100102169]
10000383	[100102449, 100006873, 100102299]
10000385	[100096966, 100008240]
1000039	[100008711]
10000390	[100064428, 100016466]
10000392	[100033022]
1000040	[100000506]
10000403	[100010797, 100105013, 100103151, 100003356, 100033299, 100031764, 100018325, 100104959]
10000405	[100031764]
10000406	[100016735]
10000407	[100022300]
10000409	[100015327]
10000413	[100103313, 100021638, 100062587, 100102510, 100064901, 100021638, 100033350, 100018325]
10000414	[100021638, 100021638, 100018325, 100033350]
10000415	[100031776, 100021638, 100103959, 100007489, 100103871, 100021638, 100002368, 100103232, 100088782, 100023802, 100022806, 100022094, 100104909, 100105972, 100103124, 100000694, 100006690, 100032757, 100009484, 100103202, 100026430, 100071633, 100099187, 100031776, 100066853]
10000421	[100000828]
10000424	[100031465]
10000430	[100002589, 100033350]
10000437	[100103304]
1000044	[100010383, 100008985, 100007518, 100000726, 100009575, 100000707, 100008947, 100000726]
10000446	[100110861, 100009701, 100008668, 100102490, 100102015, 100102940]
10000447	[100010797, 100097617]
10000448	[100017999, 100017869]
1000045	[100004806, 100009663, 100023802, 100004914, 100008273, 100008287, 100007518]
10000450	[100060265, 100040568, 100042311, 100000724, 100023802, 100011172, 100102337, 100023802, 100008230, 100010797]
10000452	[100008230, 100008230, 100027424, 100072349]
10000456	[100102483, 100098987, 100017869]
1000046	[100010041, 100008701]
10000461	[100082755, 100013293, 100009629, 100030616, 100103968, 100105396, 100105642, 100032920, 100105021, 100019646, 100026104, 100102332, 100005444, 100033443, 100022300, 100003091, 100104909, 100088782, 100095772, 100103313, 100074553, 100104881, 100017197, 100103295, 100095849, 100105850, 100032115, 100017568, 100103604, 100008560, 100103481, 100009987, 100025836, 100008409, 100010797, 100072703, 100072698, 100102483, 100036719, 100102538, 100009091, 100013873, 100021768, 100016702, 100010399, 100110861, 100061993, 100006361, 100008857, 100064325, 100008253, 100062710, 100019876, 100000729, 100105013, 100005383, 100011750]
10000468	[100103325]
1000047	[100010448]
1000048	[100009663, 100003176, 100003947, 100010448, 100003121]
10000481	[100102662]
10000486	[100008230]
1000049	[100009550, 100009575, 100009550, 100009660, 100009550]
10000491	[100026359, 100102332]
10000498	[100103091, 100008668, 100027424]
10000500	[100102332]
10000505	[100102940, 100008668]
10000513	[100102332, 100026359]
10000519	[100006746, 100062996, 100012801, 100030543, 100041635, 100033919, 100015327, 100085844, 100083468, 100064325, 100000616, 100023802, 100015591, 100013293, 100002126, 100008560, 100007828, 100022094, 100015241, 100006325]
10000520	[100105153, 100027424, 100009484, 100030543, 100016591, 100110861, 100006388, 100016591, 100074845, 100102899, 100097003, 100008668]
10000522	[100031656, 100085254, 100102015]
10000526	[100031468]
10000532	[100003295, 100066853, 100018132, 100027424]
10000533	[100026359, 100103313]
10000539	[100030612, 100030612, 100006391]
10000541	[100045634, 100105832]
1000055	[100071633, 100000094, 100071633, 100000726]
10000553	[100009484, 100027424]
10000555	[100027424, 100033299, 100023802, 100102894, 100010797, 100010926, 100008230]
10000561	[100027424, 100010797, 100008230, 100008230]
10000567	[100027424]
10000568	[100102332, 100067403, 100028369, 100007828, 100103254, 100015591, 100026359, 100105287]
10000569	[100011101]
10000575	[100102894, 100033299, 100103009]
10000576	[100045976, 100088782, 100023695, 100015241, 100015118, 100003091, 100023532, 100006279, 100097706, 100012271, 100005724, 100000616, 100013293, 100009629, 100028400, 100062996, 100016052, 100060547, 100001316, 100103604, 100005398, 100019776, 100031736, 100031224, 100006690]
1000058	[100009086, 100009575, 100001068, 100000008, 100008712, 100008912, 100005361, 100000594, 100008740, 100000008, 100008757, 100010602, 100008690, 100003590]
10000582	[100011309, 100063107, 100017739]
10000583	[100110266, 100003110, 100102899, 100110266]
10000584	[100039567, 100039567]
10000589	[100011294]
10000594	[100103009]
10000596	[100027424, 100008857]
1000060	[100010797]
10000601	[100008857, 100019231]
10000604	[100019231, 100064556, 100019231, 100019231, 100008857, 100008857]
10000606	[100024843, 100008857]
10000608	[100105106, 100023802, 100066976, 100031714, 100007410, 100088782, 100006018, 100041473, 100002693, 100013293, 100015327, 100102636, 100062587, 100097696, 100034273]
1000061	[100001068]
10000613	[100009701, 100009484, 100044568]
10000623	[100103144, 100033440]
1000063	[100007518, 100009663, 100009575, 100000003, 100009663, 100012169]
10000631	[100067554, 100003283]
10000643	[100105556]
10000644	[100044418, 100061741, 100032685, 100030719, 100096783]
10000645	[100103191, 100082755]
10000646	[100103144, 100027424, 100008230]
10000647	[100103295]
10000665	[100003283]
10000667	[100042766, 100008230]
10000668	[100018869]
10000672	[100088782]
10000674	[100022094, 100102547, 100008230, 100076042, 100091001, 100002693, 100088782, 100069705, 100023319, 100005398, 100009987, 100006690, 100017867, 100045976, 100062996, 100026430]
10000675	[100042766]
1000068	[100010746, 100004342, 100009575, 100008773, 100008722]
1000069	[100009550]
10000690	[100069705]
10000693	[100008230]
10000706	[100068746, 100022806, 100023802, 100016052, 100008230, 100001397]
10000708	[100006690, 100071633, 100023319]
10000709	[100013293, 100103369, 100023756]
1000071	[100010797, 100006204, 100007518, 100009550, 100009575]
10000716	[100026359, 100002669, 100007554, 100088782, 100029785, 100005398, 100018270, 100013183, 100018270, 100028554, 100031656, 100096894, 100000603, 100103148, 100082778, 100051898, 100060523, 100013990]
10000717	[100023745]
10000719	[100069705, 100068372]
1000072	[100000726, 100003706, 100008859, 100007518, 100000726, 100000051]
10000720	[100008230]
10000721	[100103483, 100033980, 100001085, 100008409, 100018039, 100059960, 100103712, 100060820, 100001924, 100102721]
10000727	[100015591, 100105556, 100099538, 100072199, 100028301, 100105972]
10000728	[100060281, 100026949, 100032454, 100102256, 100023538, 100095142, 100103066, 100022300, 100103235, 100015523, 100104955, 100104955]
10000731	[100103569, 100105396, 100006436, 100011172, 100029902, 100015327, 100039045, 100006594, 100010694, 100006690, 100043867, 100008409, 100073246, 100009081, 100022094, 100000616, 100033246]
10000732	[100003263, 100008230, 100007782]
10000736	[100006690, 100103477]
10000739	[100023319, 100011945]
1000074	[100000003]
10000750	[100005398, 100020080]
10000751	[100103134, 100071685, 100013293, 100060547, 100000694]
10000753	[100022094, 100026104]
10000762	[100022094, 100027002, 100104666]
10000765	[100021913]
10000769	[100042311]
10000771	[100008318, 100007819, 100009704]
10000775	[100027746, 100033246]
10000776	[100031890]
10000777	[100018325, 100034273, 100062932, 100007850, 100007850]
1000078	[100000003]
10000784	[100008230]
10000791	[100033246, 100066853, 100033246, 100108974, 100008230]
10000793	[100103717]
10000799	[100007850, 100003283]
10000800	[100105014, 100008230, 100105013, 100033022]
10000805	[100045976, 100023319, 100023319, 100045976]
10000808	[100006690, 100105096, 100022094]
10000809	[100033038]
10000812	[100105096]
10000817	[100023319]
1000082	[100009575, 100008789, 100000019, 100009550]
10000820	[100015118, 100015591, 100021638, 100008230]
10000821	[100000603]
10000825	[100009451, 100020068, 100000616, 100009451, 100042340]
10000830	[100105178, 100072974, 100062996, 100010399, 100000616]
10000832	[100104232, 100015173]
10000833	[100045976, 100103477]
10000836	[100046448, 100015241]
10000840	[100041867, 100028251, 100000722, 100012059]
10000845	[100001718, 100045976]
10000847	[100063122]
10000848	[100103383]
1000085	[100000194]
10000850	[100015241]
10000851	[100068372, 100054429]
1000086	[100008802, 100000094, 100008802, 100008864, 100008802, 100009575]
10000861	[100000722, 100012059]
10000867	[100088782, 100000603, 100041473, 100007850, 100015241]
10000869	[100015118]
10000875	[100105467, 100003283]
10000877	[100022806]
1000088	[100008769, 100009484, 100000129, 100008808, 100009552, 100009575, 100009552, 100009596, 100008791, 100010797, 100009484, 100010084, 100009021, 100000094, 100009552, 100008801]
10000882	[100023538, 100105972]
10000888	[100041473]
1000089	[100009495, 100010343, 100005361, 100007518, 100008743, 100011012, 100008807, 100006204, 100008783, 100002989, 100009575, 100000129, 100008875, 100000194, 100006018, 100008877, 100001830, 100012030, 100009122]
10000893	[100008230]
10000909	[100017719]
10000910	[100003283]
10000912	[100023756]
10000914	[100015373, 100033235, 100005156]
1000092	[100000094, 100008769]
10000924	[100103383]
10000928	[100008230, 100088782, 100002276, 100005398]
10000936	[100003283]
10000938	[100005249, 100008230, 100006690, 100028112, 100011325, 100038956]
10000942	[100000051, 100000616, 100009022, 100006969, 100008857, 100103228, 100015591, 100015756, 100037063]
10000943	[100088782, 100015591]
10000945	[100104542]
10000946	[100017178, 100104633]
10000950	[100010933, 100007352, 100100329]
10000951	[100005249]
10000952	[100103380, 100044418, 100006690, 100005249, 100008230, 100006873, 100067632, 100068372, 100044109, 100036077, 100012003, 100066783, 100105145, 100004624]
10000956	[100008230]
10000959	[100017878, 100071685, 100006342]
1000096	[100005194, 100071633, 100006697, 100009575, 100009921]
10000967	[100027424, 100028755, 100005249]
1000097	[100010343, 100009495, 100009550]
10000972	[100104633]
10000973	[100006391]
10000980	[100028755]
10000983	[100097578]
10000988	[100006391]
10000993	[100000616, 100096697, 100102662, 100005249]
10001001	[100002693]
10001003	[100026430, 100033094]
10001005	[100019294]
10001015	[100015118]
10001022	[100000616]
10001023	[100080616, 100004712, 100042766]
10001029	[100033246, 100102212, 100008549, 100007687]
10001035	[100003277, 100031714, 100017867, 100102299, 100027002]
10001039	[100104623, 100066853, 100106160, 100063293, 100005156]
1000104	[100006204]
10001045	[100000616, 100008857]
1000105	[100000094, 100009550, 100000726, 100010106]
10001055	[100027424, 100104666]
10001057	[100002693, 100016381]
10001063	[100033094]
10001072	[100030954]
10001073	[100009451]
10001074	[100002693]
10001075	[100013293]
10001078	[100030954, 100030954, 100017178, 100008230]
1000108	[100009575, 100006018, 100010343, 100009341, 100008998, 100009663, 100010063, 100008701, 100010746]
10001083	[100015118, 100104053, 100008230, 100110861, 100024621, 100034273, 100026970, 100002405, 100063669, 100033392, 100000364, 100106198, 100105021, 100031137, 100033852, 100102662, 100008409]
1000110	[100004637, 100000867, 100005194, 100004995, 100009090, 100004290, 100008762, 100003285, 100010471, 100011366, 100008982, 100008841, 100009691, 100010241, 100000094, 100011354, 100010336, 100008989, 100000782, 100006177, 100008708, 100008718, 100001820, 100071633, 100008818, 100010063, 100011536, 100009575, 100000129, 100009598, 100009759, 100000494, 100009026, 100008701, 100009444, 100008855, 100008703, 100010183, 100007330, 100010928, 100010638, 100001586, 100010475, 100009557, 100010602, 100010803]
10001102	[100004712]
10001108	[100002276]
10001109	[100033022, 100012271, 100008230]
10001114	[100019776, 100045976]
10001118	[100007828, 100110861, 100036719, 100105014, 100032920, 100103481, 100007774, 100023538, 100033392, 100034509, 100074553, 100008409, 100032732, 100099538, 100105014, 100105085, 100008230, 100019280, 100005156, 100008230, 100095849, 100000685, 100103383, 100000694, 100033729, 100005156, 100028251, 100071633, 100103621]
10001121	[100023538, 100000603, 100009091, 100066853, 100027424, 100088782, 100031721, 100008857, 100032297, 100011294, 100025197, 100005738, 100102545]
10001122	[100001085]
10001127	[100002276]
10001134	[100027408, 100068372]
10001137	[100027424, 100102824]
1000114	[100000878, 100001712]
10001150	[100102480, 100045976, 100070324, 100006690]
10001153	[100002693]
10001158	[100097568, 100105756]
10001161	[100022300]
10001164	[100008230, 100008230]
1000117	[100008711]
10001170	[100005439, 100060150, 100008230]
10001173	[100038999, 100084306]
1000118	[100012005]
10001180	[100102408, 100064901]
10001182	[100000729, 100003283, 100033140]
1000119	[100008701]
10001192	[100000933, 100000051]
10001198	[100103228, 100088782, 100105562, 100005594, 100023697]
10001199	[100017636]
10001206	[100003091, 100105405, 100029878, 100027424, 100008230]
10001209	[100045297]
10001210	[100033186]
10001218	[100003295, 100063685, 100032060, 100037063, 100022806, 100001085, 100105178, 100017869, 100009091, 100025197, 100003285, 100104939, 100026198, 100032514, 100073386, 100000603, 100006873, 100033350, 100010727, 100005027, 100041733, 100104098, 100033603, 100001671, 100103148]
10001225	[100098493, 100003191]
10001226	[100031465, 100017878]
10001238	[100057857, 100045976, 100016294]
1000124	[100008701]
10001243	[100003283]
10001244	[100051572, 100023538, 100001085, 100102334, 100010169, 100033022]
10001245	[100008230, 100104666, 100008230, 100022127, 100008230, 100023802, 100000514, 100100108, 100031906, 100063007, 100000603, 100008230, 100006873, 100061433]
1000125	[100000094]
10001250	[100000051]
10001251	[100001085, 100000051]
10001253	[100023802, 100088782]
10001263	[100027424, 100041473, 100103368, 100041473, 100011294]
10001268	[100000514, 100069985]
10001270	[100088782, 100067719, 100030814, 100031989]
10001273	[100103610, 100000051]
10001279	[100033392]
10001284	[100045976]
1000129	[100001187, 100007850, 100000573, 100009575, 100005533, 100006204, 100000250, 100009663, 100009104, 100005361, 100000307]
10001291	[100001586]
10001297	[100088203, 100104035, 100031506, 100045508, 100004712, 100013641, 100006873, 100003761, 100104018, 100014877, 100075743, 100028295, 100078388, 100001919, 100104001, 100110280, 100026970, 100026273, 100006690, 100105372, 100000259, 100001586, 100020080, 100030181, 100031906, 100097574, 100110266, 100032454, 100104649]
10001301	[100103361, 100041733, 100103637]
10001306	[100006746, 100000933]
10001308	[100006746]
10001312	[100045976, 100066853, 100004712]
10001319	[100013292]
1000132	[100003473, 100000129, 100018453, 100004995, 100002015, 100004903, 100000094]
10001325	[100096894]
10001328	[100002693, 100003091]
10001332	[100031989, 100010065, 100033852]
1000134	[100009575, 100010746, 100000129, 100008701]
10001344	[100002693, 100103959]
10001354	[100066853, 100031736, 100026359, 100006690, 100028383]
10001357	[100008230, 100008230, 100031896, 100000514, 100006873, 100102051]
10001360	[100031736, 100022094]
10001363	[100008687, 100082755]
10001366	[100017867]
10001367	[100022094]
10001371	[100102480, 100031736, 100104847, 100026359, 100052556]
10001372	[100045976]
10001374	[100103780, 100031588, 100104312, 100001085]
10001377	[100103870, 100008857]
1000138	[100008801, 100009575, 100010933, 100000178, 100010343, 100007518, 100027424]
10001381	[100104344, 100096832]
10001383	[100066853]
10001385	[100103361]
10001388	[100031736]
10001396	[100045621]
10001401	[100031736]
10001404	[100022806]
10001406	[100008230]
10001410	[100033246, 100008857, 100006864, 100108089]
10001411	[100027756, 100000603, 100000616, 100105654, 100104324, 100045976]
10001412	[100033246]
10001414	[100045976]
10001420	[100033246]
